,index,success,trial_type,trial_index,time_elapsed,internal_node_id,subject,date,prol_id,ctbl,sense_of_control_A,sense_of_control_B,sense_of_control_C,sense_of_control_D,rt,url,stimulus,key_press,npress,is_data_trial,phase,trial,deck1,deck2,col1,col2,sym1,sym2,deck_l,deck_r,chosen_deck,chosen_col,chosen_sym,deck_rt,choose_choice,mutual_info,hidden_key,chosen_card,card_rt,player_num,win_card,outcome,mock_rating,response
170,0,,html-keyboard-response,170,822167,0.0-7.3-1.3,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1759.099999994,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
171,0,,html-keyboard-response,171,823669,0.0-7.3-2.3,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/7_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0,,html-keyboard-response,172,825173,0.0-7.3-3.3,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
173,0,,html-keyboard-response,173,825692,0.0-7.3-4.3,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,3.0,A,D,black,red,moons,stars,A,D,A,black,moons,1930.3000000119,1.0,1.0,NA,right,1759.099999994,7.0,1.0,1.0,,
174,0,,html-keyboard-response,174,828448,0.0-7.4-0.4,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,2755.0,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
175,0,,html-keyboard-response,175,830032,0.0-7.4-1.4,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1082.400000006,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
176,0,,html-keyboard-response,176,831546,0.0-7.4-2.4,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/4_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0,,html-keyboard-response,177,833062,0.0-7.4-3.4,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
178,0,,html-keyboard-response,178,833581,0.0-7.4-4.4,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,4.0,B,C,red,black,moons,stars,B,C,B,red,moons,2755.0,0.0,1.0,0,right,1082.400000006,4.0,0.0,0.0,,
179,0,,html-keyboard-response,179,836416,0.0-7.5-0.5,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,2833.900000006,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
180,0,,html-keyboard-response,180,838200,0.0-7.5-1.5,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1271.5,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
181,0,,html-keyboard-response,181,839709,0.0-7.5-2.5,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/1_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0,,html-keyboard-response,182,841219,0.0-7.5-3.5,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0,,html-keyboard-response,183,841733,0.0-7.5-4.5,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,5.0,A,D,red,black,stars,moons,D,A,A,black,moons,2833.900000006,1.0,1.0,NA,left,1271.5,1.0,0.0,0.0,,
184,0,,html-keyboard-response,184,844287,0.0-7.6-0.6,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,2553.7999999821,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
185,0,,html-keyboard-response,185,845999,0.0-7.6-1.6,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1202.3000000119,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
186,0,,html-keyboard-response,186,847509,0.0-7.6-2.6,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/3_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0,,html-keyboard-response,187,849016,0.0-7.6-3.6,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
188,0,,html-keyboard-response,188,849527,0.0-7.6-4.6,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,6.0,A,B,red,black,moons,moons,B,A,A,black,moons,2553.7999999821,1.0,1.0,NA,right,1202.3000000119,3.0,0.0,0.0,,
189,0,,html-keyboard-response,189,851159,0.0-7.7-0.7,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1631.5,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
190,0,,html-keyboard-response,190,853503,0.0-7.7-1.7,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1830.400000006,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
191,0,,html-keyboard-response,191,855005,0.0-7.7-2.7,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/3_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
192,0,,html-keyboard-response,192,856514,0.0-7.7-3.7,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
193,0,,html-keyboard-response,193,857031,0.0-7.7-4.7,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,7.0,A,D,black,red,moons,stars,A,D,A,black,moons,1631.5,1.0,1.0,NA,right,1830.400000006,3.0,0.0,0.0,,
194,0,,html-keyboard-response,194,858519,0.0-7.8-0.8,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1487.3999999762,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
195,0,,html-keyboard-response,195,859111,0.0-7.8-1.8,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,79.1999999881,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
196,0,,html-keyboard-response,196,860615,0.0-7.8-2.8,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/3_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
197,0,,html-keyboard-response,197,862118,0.0-7.8-3.8,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
198,0,,html-keyboard-response,198,862626,0.0-7.8-4.8,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,8.0,A,B,black,red,moons,moons,A,B,A,black,moons,1487.3999999762,1.0,1.0,NA,left,79.1999999881,3.0,0.0,0.0,,
199,0,,html-keyboard-response,199,864967,0.0-7.9-0.9,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,2340.0,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
200,0,,html-keyboard-response,200,866664,0.0-7.9-1.9,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1190.7999999821,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
201,0,,html-keyboard-response,201,868173,0.0-7.9-2.9,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/9_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0,,html-keyboard-response,202,869685,0.0-7.9-3.9,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
203,0,,html-keyboard-response,203,870201,0.0-7.9-4.9,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,9.0,C,D,black,red,stars,stars,C,D,C,black,stars,2340.0,1.0,0.0,NA,right,1190.7999999821,9.0,1.0,1.0,,
204,0,,html-keyboard-response,204,871655,0.0-7.10-0.10,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1453.7999999821,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
205,0,,html-keyboard-response,205,872639,0.0-7.10-1.10,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,476.6999999881,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
206,0,,html-keyboard-response,206,874151,0.0-7.10-2.10,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/2_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
207,0,,html-keyboard-response,207,875657,0.0-7.10-3.10,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0,,html-keyboard-response,208,876177,0.0-7.10-4.10,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,10.0,B,Xc,red,red,moons,bolts,B,Xc,Xc,red,bolts,1453.7999999821,1.0,0.0,NA,right,476.6999999881,2.0,0.0,1.0,,
209,0,,html-keyboard-response,209,877383,0.0-7.11-0.11,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1205.5,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
210,0,,html-keyboard-response,210,879287,0.0-7.11-1.11,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1402.0,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
211,0,,html-keyboard-response,211,880797,0.0-7.11-2.11,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/7_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
212,0,,html-keyboard-response,212,882311,0.0-7.11-3.11,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
213,0,,html-keyboard-response,213,882817,0.0-7.11-4.11,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,11.0,C,D,black,red,stars,stars,C,D,D,red,stars,1205.5,0.0,0.0,1,left,1402.0,7.0,1.0,1.0,,
214,0,,html-keyboard-response,214,884271,0.0-7.12-0.12,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1453.7999999821,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",79.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
215,0,,html-keyboard-response,215,886623,0.0-7.12-1.12,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,1842.3999999762,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
216,0,,html-keyboard-response,216,888134,0.0-7.12-2.12,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/8_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
217,0,,html-keyboard-response,217,889642,0.0-7.12-3.12,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0,,html-keyboard-response,218,890158,0.0-7.12-4.12,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,,,,,,1.0,choice,12.0,A,C,black,black,moons,stars,A,C,C,black,stars,1453.7999999821,1.0,0.0,NA,left,1842.3999999762,8.0,1.0,1.0,,
219,0,,html-keyboard-response,219,892271,0.0-7.13-0.13,gnvo53gxw5,2022-09-19 15:58:54.688,5dd3d566e05cad3b130de19a,3,56,55,25,37,2112.5,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
