,index,success,trial_type,trial_index,time_elapsed,internal_node_id,subject,date,prol_id,ctbl,sense_of_control_A,sense_of_control_B,sense_of_control_C,sense_of_control_D,rt,url,stimulus,key_press,is_data_trial,phase,trial,deck1,deck2,col1,col2,sym1,sym2,deck_l,deck_r,chosen_deck,chosen_col,chosen_sym,deck_rt,choose_choice,mutual_info,hidden_key,chosen_card,card_rt,player_num,win_card,outcome,mock_rating,npress,response
125,0,,html-keyboard-response,125,160678,0.0-4.20-3.20,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
126,0,,html-keyboard-response,126,161200,0.0-4.20-4.20,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,20.0,C,,black,,stars,,,,C,black,stars,,1.0,0.0,NA,left,502.0,2.0,0.0,1.0,,,
127,0,,html-keyboard-response,127,162707,0.0-4.21-0.21,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
128,0,,html-keyboard-response,128,163539,0.0-4.21-1.21,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,316.6000001431,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
129,0,,html-keyboard-response,129,165050,0.0-4.21-2.21,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/8_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
130,0,,html-keyboard-response,130,166577,0.0-4.21-3.21,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
131,0,,html-keyboard-response,131,167083,0.0-4.21-4.21,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,21.0,D,,red,,stars,,,,D,red,stars,,0.0,0.0,0,right,316.6000001431,8.0,1.0,1.0,,,
132,0,,html-keyboard-response,132,168586,0.0-4.22-0.22,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_red_bolts.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
133,0,,html-keyboard-response,133,169563,0.0-4.22-1.22,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,462.7999999523,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
134,0,,html-keyboard-response,134,171066,0.0-4.22-2.22,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/7_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
135,0,,html-keyboard-response,135,172595,0.0-4.22-3.22,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
136,0,,html-keyboard-response,136,173113,0.0-4.22-4.22,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,22.0,Xc,,red,,bolts,,,,Xc,red,bolts,,1.0,0.0,NA,left,462.7999999523,7.0,1.0,1.0,,,
137,0,,html-keyboard-response,137,174619,0.0-4.23-0.23,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<img src=""static/images/cards/stack_of_black_bolts.svg"" width=""175px"" height=""250px""></img>",,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0,,html-keyboard-response,138,175877,0.0-4.23-1.23,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,744.3000001907,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",90.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
139,0,,html-keyboard-response,139,177387,0.0-4.23-2.23,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/3_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_bolts.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0,,html-keyboard-response,140,178917,0.0-4.23-3.23,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
141,0,,html-keyboard-response,141,179435,0.0-4.23-4.23,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,learning,23.0,Xnc,,black,,bolts,,,,Xnc,black,bolts,,0.0,0.0,1,left,744.3000001907,3.0,0.0,1.0,,,
142,0,,call-function,142,179446,0.0-5.0,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0,,image-keyboard-response,143,182040,0.0-6.0-0.0,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,2592.7000000477,,static/images/instructions_CB_3/Slide20.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
144,0,,image-keyboard-response,144,182734,0.0-6.1-0.1,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,692.6999998093,,static/images/instructions_CB_3/Slide21.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
145,0,,image-keyboard-response,145,185133,0.0-6.2-0.2,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,2397.0,,static/images/instructions_CB_3/Slide22.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
146,0,,image-keyboard-response,146,185850,0.0-6.3-0.3,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,715.5,,static/images/instructions_CB_3/Slide23.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0,,image-keyboard-response,147,186335,0.0-6.4-0.4,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,483.6000001431,,static/images/instructions_CB_3/Slide24.png,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,
148,0,,html-keyboard-response,148,188446,0.0-7.0-0.0,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,2108.7999999523,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
149,0,,html-keyboard-response,149,190595,0.0-7.0-1.0,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,1635.8999998569,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
150,0,,html-keyboard-response,150,192107,0.0-7.0-2.0,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/4_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
151,0,,html-keyboard-response,151,193639,0.0-7.0-3.0,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
152,0,,html-keyboard-response,152,194159,0.0-7.0-4.0,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,choice,0.0,A,D,black,red,moons,stars,A,D,A,black,moons,2108.7999999523,1.0,1.0,NA,left,1635.8999998569,4.0,0.0,0.0,,,
153,0,,html-keyboard-response,153,194783,0.0-7.1-0.1,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,621.2000000477,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
154,0,,html-keyboard-response,154,196270,0.0-7.1-1.1,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,975.2000000477,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
155,0,,html-keyboard-response,155,197775,0.0-7.1-2.1,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/8_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
156,0,,html-keyboard-response,156,199292,0.0-7.1-3.1,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0,,html-keyboard-response,157,199812,0.0-7.1-4.1,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,choice,1.0,B,D,red,red,moons,stars,B,D,B,red,moons,621.2000000477,0.0,1.0,0,right,975.2000000477,8.0,1.0,1.0,,,
158,0,,html-keyboard-response,158,200260,0.0-7.2-0.2,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,445.2000000477,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
159,0,,html-keyboard-response,159,201095,0.0-7.2-1.2,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,324.3999998569,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
160,0,,html-keyboard-response,160,202609,0.0-7.2-2.2,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/7_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0,,html-keyboard-response,161,204135,0.0-7.2-3.2,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0,,html-keyboard-response,162,204654,0.0-7.2-4.2,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,choice,2.0,B,D,red,red,moons,stars,B,D,B,red,moons,445.2000000477,0.0,1.0,0,right,324.3999998569,7.0,1.0,1.0,,,
163,0,,html-keyboard-response,163,204981,0.0-7.3-0.3,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,324.8999998569,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
164,0,,html-keyboard-response,164,205774,0.0-7.3-1.3,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,281.6000001431,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
165,0,,html-keyboard-response,165,207285,0.0-7.3-2.3,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/6_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
166,0,,html-keyboard-response,166,208815,0.0-7.3-3.3,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You Lose!
No points this round.</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
167,0,,html-keyboard-response,167,209335,0.0-7.3-4.3,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,choice,3.0,C,D,black,red,stars,stars,C,D,C,black,stars,324.8999998569,1.0,0.0,NA,right,281.6000001431,6.0,1.0,0.0,,,
168,0,,html-keyboard-response,168,209769,0.0-7.4-0.4,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,432.1999998093,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
169,0,,html-keyboard-response,169,210617,0.0-7.4-1.4,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,335.6999998093,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",77.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
170,0,,html-keyboard-response,170,212130,0.0-7.4-2.4,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/2_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
171,0,,html-keyboard-response,171,213654,0.0-7.4-3.4,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0,,html-keyboard-response,172,214174,0.0-7.4-4.4,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,choice,4.0,B,C,black,red,stars,moons,C,B,C,black,stars,432.1999998093,1.0,0.0,NA,right,335.6999998093,2.0,0.0,1.0,,,
173,0,,html-keyboard-response,173,214551,0.0-7.5-0.5,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,372.8999998569,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
174,0,,html-keyboard-response,174,216918,0.0-7.5-1.5,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,1856.5,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",90.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,
175,0,,html-keyboard-response,175,218424,0.0-7.5-2.5,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/10_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_red_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
176,0,,html-keyboard-response,176,219950,0.0-7.5-3.5,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"<p style=""font-size:50px"">You win!
+10 points this round!</p>",,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0,,html-keyboard-response,177,220469,0.0-7.5-4.5,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,,,1.0,choice,5.0,A,B,red,black,moons,moons,B,A,B,red,moons,372.8999998569,0.0,1.0,1,left,1856.5,10.0,1.0,1.0,,,
178,0,,html-keyboard-response,178,220915,0.0-7.6-0.6,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,443.7999999523,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/stack_of_black_stars.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/w.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/o.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",87.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
179,0,,html-keyboard-response,179,222768,0.0-7.6-1.6,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,1347.0,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",90.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
180,0,,html-keyboard-response,180,224278,0.0-7.6-2.6,avgoerpg3vf,2022-09-19 17:13:22.603,616d9ef881036dfbfd63d2f4,3,66,56,68,65,,,"
  <table>
  <tr height=300>
    <td width=300 height=300><img src=""static/images/cards/3_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
    <td width=300 height=300><img src=""static/images/cards/back_of_black_moons.svg"" width=""175px"" height=""250px""></img></td>
  </tr>
  <tr height=200>
    <td width=300><img src=""static/images/keys/z.svg"" width=""35%"" height=""75%""></img></td>
    <td width=300><img src=""static/images/keys/m.svg"" width=""35%"" height=""75%""></img></td>
  </tr>
</table>
  ",,,,,,,,,,,,,,,,,,,,,,,,,,,
