"","X","index","success","trial_type","trial_index","time_elapsed","internal_node_id","subject","date","prol_id","ctbl","sense_of_control_A","sense_of_control_B","sense_of_control_C","sense_of_control_D","age","gender","rt","url","stimulus","key_press","npress","is_data_trial","phase","trial","deck1","deck2","col1","col2","sym1","sym2","deck_l","deck_r","chosen_deck","chosen_col","chosen_sym","deck_rt","choose_choice","mutual_info","hidden_key","chosen_card","card_rt","player_num","win_card","outcome","mock_rating","response","responses","pair","soc_split_A","soc_split_B","soc_split_C","soc_split_D","choice_pair","mi_pair"
"4004",363,0,NA,"html-keyboard-response",363,714729,"0.0-7.41-4.41","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",41,"A","C","black","black","moons","stars","C","A","A","black","stars",1564.599999994,1,1,NA,"right",1268.8999999911,10,1,1,NA,NA,"","AC",1,1,1,1,"11","10"
"4009",368,0,NA,"html-keyboard-response",368,722069,"0.0-7.42-4.42","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",42,"A","C","black","black","moons","stars","C","A","A","black","stars",1810.900000006,1,1,NA,"",NA,10,1,1,NA,NA,"","AC",1,1,1,1,"11","10"
"4014",373,0,NA,"html-keyboard-response",373,728026,"0.0-7.43-4.43","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",43,"C","D","black","red","moons","moons","C","D","D","red","moons",1198.200000003,0,0,0,"right",736.599999994,8,1,0,NA,NA,"","CD",1,1,1,1,"10","00"
"4019",378,0,NA,"html-keyboard-response",378,735630,"0.0-7.44-4.44","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",44,"A","C","black","black","stars","moons","A","C","C","black","moons",1536.299999997,1,0,NA,"left",2038,8,1,0,NA,NA,"","AC",1,1,1,1,"11","10"
"4024",383,0,NA,"html-keyboard-response",383,741799,"0.0-7.45-4.45","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",45,"C","D","black","red","moons","moons","C","D","C","black","moons",1565.5,1,0,NA,"right",577.099999994,10,1,0,NA,NA,"","CD",1,1,1,1,"10","00"
"4029",388,0,NA,"html-keyboard-response",388,748367,"0.0-7.46-4.46","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",46,"B","D","red","red","stars","moons","B","D","D","red","moons",1515.299999997,0,0,1,"left",1034.6000000089,2,0,1,NA,NA,"","BD",1,1,1,1,"00","01"
"4034",393,0,NA,"html-keyboard-response",393,755205,"0.0-7.47-4.47","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",47,"A","B","red","black","stars","stars","B","A","B","red","stars",1924.299999997,0,1,1,"left",897.6999999881,4,0,0,NA,NA,"","AB",1,1,1,1,"10","11"
"4039",398,0,NA,"html-keyboard-response",398,761644,"0.0-7.48-4.48","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",48,"B","C","black","red","moons","stars","C","B","B","red","stars",1302.5,0,1,0,"right",1104.5,2,0,0,NA,NA,"","BC",1,1,1,1,"10","01"
"4044",403,0,NA,"html-keyboard-response",403,768242,"0.0-7.49-4.49","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",49,"B","C","black","red","moons","stars","C","B","C","black","moons",1391.5,1,0,NA,"left",1184.1999999881,3,0,0,NA,NA,"","BC",1,1,1,1,"10","01"
"4049",408,0,NA,"html-keyboard-response",408,775011,"0.0-7.50-4.50","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",50,"A","B","red","black","stars","stars","B","A","A","black","stars",1794,1,1,NA,"right",950.1000000089,1,0,0,NA,NA,"","AB",1,1,1,1,"10","11"
"4054",413,0,NA,"html-keyboard-response",413,781052,"0.0-7.51-4.51","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",51,"A","C","black","black","moons","stars","C","A","A","black","stars",1154.099999994,1,1,NA,"right",864.6999999881,9,1,1,NA,NA,"","AC",1,1,1,1,"11","10"
"4064",423,0,NA,"html-keyboard-response",423,795036,"0.0-7.53-4.53","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",53,"A","B","black","red","stars","stars","A","B","A","black","stars",1844,1,1,NA,"right",1421.6999999881,3,0,0,NA,NA,"","AB",1,1,1,1,"10","11"
"4069",428,0,NA,"html-keyboard-response",428,802001,"0.0-7.54-4.54","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",54,"A","B","black","red","stars","stars","A","B","A","black","stars",1297.5,1,1,NA,"left",1642.3000000119,6,1,1,NA,NA,"","AB",1,1,1,1,"10","11"
"4074",433,0,NA,"html-keyboard-response",433,807902,"0.0-7.55-4.55","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",55,"A","D","black","red","stars","moons","A","D","A","black","stars",1356.3999999911,1,1,NA,"left",514.900000006,3,0,0,NA,NA,"","AD",1,1,1,1,"10","10"
"4079",438,0,NA,"html-keyboard-response",438,814960,"0.0-7.56-4.56","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",56,"B","D","red","red","moons","stars","D","B","B","red","stars",2086.1000000089,0,1,1,"left",944.8999999911,2,0,0,NA,NA,"","BD",1,1,1,1,"00","01"
"4084",443,0,NA,"html-keyboard-response",443,821644,"0.0-7.57-4.57","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",57,"B","C","red","black","stars","moons","B","C","B","red","stars",1734,0,1,1,"left",917.299999997,3,0,0,NA,NA,"","BC",1,1,1,1,"10","01"
"4089",448,0,NA,"html-keyboard-response",448,828848,"0.0-7.58-4.58","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",58,"A","D","black","red","stars","moons","A","D","D","red","moons",2216.099999994,0,0,1,"left",950.5,4,0,0,NA,NA,"","AD",1,1,1,1,"10","10"
"4094",453,0,NA,"html-keyboard-response",453,836070,"0.0-7.59-4.59","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",59,"C","D","red","black","moons","moons","D","C","D","red","moons",2229.700000003,0,0,1,"left",965.400000006,2,0,0,NA,NA,"","CD",1,1,1,1,"10","00"
"4099",458,0,NA,"html-keyboard-response",458,841934,"0.0-7.60-4.60","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",60,"A","D","red","black","moons","stars","D","A","A","black","stars",984,1,1,NA,"right",854.1000000089,9,1,1,NA,NA,"","AD",1,1,1,1,"10","10"
"4104",463,0,NA,"html-keyboard-response",463,848647,"0.0-7.61-4.61","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",61,"A","C","black","black","stars","moons","A","C","A","black","stars",1672.5,1,1,NA,"right",1016.900000006,8,1,1,NA,NA,"","AC",1,1,1,1,"11","10"
"4109",468,0,NA,"html-keyboard-response",468,855017,"0.0-7.62-4.62","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",62,"C","D","black","red","moons","moons","C","D","C","black","moons",1391.400000006,1,0,NA,"right",949.6999999881,7,1,1,NA,NA,"","CD",1,1,1,1,"10","00"
"4114",473,0,NA,"html-keyboard-response",473,861135,"0.0-7.63-4.63","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",63,"B","D","red","red","stars","moons","B","D","D","red","moons",1574.1999999881,0,0,0,"right",521.8000000119,1,0,0,NA,NA,"","BD",1,1,1,1,"00","01"
"4119",478,0,NA,"html-keyboard-response",478,867031,"0.0-7.64-4.64","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",64,"B","C","red","black","stars","moons","B","C","C","black","moons",1352.3999999911,1,0,NA,"right",526,1,0,1,NA,NA,"","BC",1,1,1,1,"10","01"
"4124",483,0,NA,"html-keyboard-response",483,873278,"0.0-7.65-4.65","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",65,"B","D","red","red","moons","stars","D","B","B","red","stars",1223.299999997,0,1,1,"left",998.5,10,1,1,NA,NA,"","BD",1,1,1,1,"00","01"
"4129",488,0,NA,"html-keyboard-response",488,879194,"0.0-7.66-4.66","2d1dtlyr6d8","2022-09-19 17:09:06.278","5e89ba09ec9b3364b1fc0bd1",2,63,60,39,43,"43","male",NA,"","",NA,NA,"true","choice",66,"A","B","red","black","stars","stars","B","A","A","black","stars",624.400000006,1,1,NA,"right",1263.200000003,2,0,0,NA,NA,"","AB",1,1,1,1,"10","11"
"4317",152,0,NA,"html-keyboard-response",152,302574,"0.0-7.0-4.0","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",0,"A","D","red","black","stars","moons","D","A","A","black","moons",1244.1000000238,1,1,NA,"right",1212.1999999881,3,0,0,NA,NA,"","AD",0,1,1,1,"10","10"
"4322",157,0,NA,"html-keyboard-response",157,309973,"0.0-7.1-4.1","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",1,"A","B","black","red","moons","moons","A","B","B","red","moons",2735.6000000238,0,1,0,"right",631.3000000119,3,0,0,NA,NA,"","AB",0,1,1,1,"10","11"
"4327",162,0,NA,"html-keyboard-response",162,315936,"0.0-7.2-4.2","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",2,"A","C","black","black","moons","stars","A","C","A","black","moons",1200.1999999881,1,1,NA,"right",686.7000000477,3,0,0,NA,NA,"","AC",0,1,1,1,"11","10"
"4332",167,0,NA,"html-keyboard-response",167,321232,"0.0-7.3-4.3","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",3,"A","B","black","red","moons","moons","A","B","B","red","moons",565.5,0,1,0,"right",675,1,0,0,NA,NA,"","AB",0,1,1,1,"10","11"
"4337",172,0,NA,"html-keyboard-response",172,326376,"0.0-7.4-4.4","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",4,"A","B","black","red","moons","moons","A","B","B","red","moons",525.5,0,1,1,"left",590,1,0,0,NA,NA,"","AB",0,1,1,1,"10","11"
"4342",177,0,NA,"html-keyboard-response",177,332387,"0.0-7.5-4.5","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",5,"C","D","black","red","stars","stars","C","D","C","black","stars",963.8999999762,1,0,NA,"right",1010.7000000477,2,0,1,NA,NA,"","CD",0,1,1,1,"10","00"
"4347",182,0,NA,"html-keyboard-response",182,338213,"0.0-7.6-4.6","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",6,"A","B","red","black","moons","moons","B","A","A","black","moons",722.5,1,1,NA,"left",1063.8000000119,10,1,1,NA,NA,"","AB",0,1,1,1,"10","11"
"4352",187,0,NA,"html-keyboard-response",187,343919,"0.0-7.7-4.7","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",7,"A","C","black","black","moons","stars","A","C","A","black","moons",1144.3999999762,1,1,NA,"right",535.8999999762,4,0,0,NA,NA,"","AC",0,1,1,1,"11","10"
"4357",192,0,NA,"html-keyboard-response",192,349211,"0.0-7.8-4.8","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",8,"A","B","black","red","moons","moons","A","B","B","red","moons",814,0,1,1,"left",413.8000000119,6,1,1,NA,NA,"","AB",0,1,1,1,"10","11"
"4362",197,0,NA,"html-keyboard-response",197,355438,"0.0-7.9-4.9","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",9,"A","D","red","black","stars","moons","D","A","D","red","stars",1183.3999999762,0,0,1,"left",983.8000000119,2,0,1,NA,NA,"","AD",0,1,1,1,"10","10"
"4367",202,0,NA,"html-keyboard-response",202,361044,"0.0-7.10-4.10","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",10,"A","C","black","black","moons","stars","A","C","C","black","stars",616,1,0,NA,"right",937.8999999762,1,0,0,NA,NA,"","AC",0,1,1,1,"11","10"
"4372",207,0,NA,"html-keyboard-response",207,367569,"0.0-7.11-4.11","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",11,"C","D","black","red","stars","stars","C","D","D","red","stars",502,0,0,1,"left",1989.5,10,1,1,NA,NA,"","CD",0,1,1,1,"10","00"
"4377",212,0,NA,"html-keyboard-response",212,373734,"0.0-7.12-4.12","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",12,"A","B","red","black","moons","moons","B","A","B","red","moons",1124.1999999881,0,1,0,"right",1015.3000000119,1,0,0,NA,NA,"","AB",0,1,1,1,"10","11"
"4382",217,0,NA,"html-keyboard-response",217,378874,"0.0-7.13-4.13","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",13,"C","D","black","red","stars","stars","C","D","D","red","stars",591.8999999762,0,0,1,"left",505.3000000119,6,1,1,NA,NA,"","CD",0,1,1,1,"10","00"
"4387",222,0,NA,"html-keyboard-response",222,384732,"0.0-7.14-4.14","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",14,"B","D","red","red","stars","moons","D","B","D","red","stars",942.2000000477,0,0,0,"right",873.2999999523,7,1,0,NA,NA,"","BD",0,1,1,1,"00","01"
"4392",227,0,NA,"html-keyboard-response",227,390178,"0.0-7.15-4.15","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",15,"B","C","black","red","stars","moons","C","B","B","red","moons",1082.0999999642,0,1,0,"right",310.1999999881,6,1,1,NA,NA,"","BC",0,1,1,1,"10","01"
"4397",232,0,NA,"html-keyboard-response",232,395170,"0.0-7.16-4.16","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",16,"A","D","black","red","moons","stars","A","D","A","black","moons",557.8000000119,1,1,NA,"left",397.8999999762,2,0,0,NA,NA,"","AD",0,1,1,1,"10","10"
"4402",237,0,NA,"html-keyboard-response",237,400825,"0.0-7.17-4.17","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",17,"B","C","black","red","stars","moons","C","B","B","red","moons",900.6000000238,0,1,0,"right",705.6000000238,1,0,0,NA,NA,"","BC",0,1,1,1,"10","01"
"4407",242,0,NA,"html-keyboard-response",242,406301,"0.0-7.18-4.18","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",18,"B","C","red","black","moons","stars","B","C","B","red","moons",976.9000000358,0,1,1,"left",478.8999999762,7,1,1,NA,NA,"","BC",0,1,1,1,"10","01"
"4412",247,0,NA,"html-keyboard-response",247,411826,"0.0-7.19-4.19","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",19,"B","D","red","red","stars","moons","D","B","B","red","moons",908.6999999881,0,1,1,"left",572.8000000119,6,1,1,NA,NA,"","BD",0,1,1,1,"00","01"
"4427",262,0,NA,"html-keyboard-response",262,428500,"0.0-7.22-4.22","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",22,"A","B","black","red","moons","moons","A","B","A","black","moons",580.6000000238,1,1,NA,"left",410.3999999762,3,0,0,NA,NA,"","AB",0,1,1,1,"10","11"
"4432",267,0,NA,"html-keyboard-response",267,433878,"0.0-7.23-4.23","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",23,"B","D","red","red","stars","moons","D","B","D","red","stars",458.8999999762,0,0,1,"left",870.1999999881,8,1,1,NA,NA,"","BD",0,1,1,1,"00","01"
"4437",272,0,NA,"html-keyboard-response",272,439889,"0.0-7.24-4.24","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",24,"C","D","black","red","stars","stars","C","D","D","red","stars",1442.6999999881,0,0,0,"right",529.1000000238,3,0,0,NA,NA,"","CD",0,1,1,1,"10","00"
"4442",277,0,NA,"html-keyboard-response",277,444781,"0.0-7.25-4.25","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",25,"A","C","black","black","stars","moons","C","A","C","black","stars",490,1,0,NA,"left",361.8000000119,10,1,0,NA,NA,"","AC",0,1,1,1,"11","10"
"4447",282,0,NA,"html-keyboard-response",282,450869,"0.0-7.26-4.26","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",26,"C","D","black","red","stars","stars","C","D","C","black","stars",675.4000000358,1,0,NA,"right",1359.8000000119,8,1,0,NA,NA,"","CD",0,1,1,1,"10","00"
"4452",287,0,NA,"html-keyboard-response",287,456279,"0.0-7.27-4.27","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",27,"B","C","red","black","moons","stars","B","C","B","red","moons",492.5,0,1,0,"right",879,10,1,1,NA,NA,"","BC",0,1,1,1,"10","01"
"4457",292,0,NA,"html-keyboard-response",292,461589,"0.0-7.28-4.28","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",28,"A","C","black","black","moons","stars","A","C","A","black","moons",514.1999999881,1,1,NA,"left",749.8000000119,2,0,0,NA,NA,"","AC",0,1,1,1,"11","10"
"4467",302,0,NA,"html-keyboard-response",302,472406,"0.0-7.30-4.30","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",30,"A","B","red","black","moons","moons","B","A","B","red","moons",512.8000000119,0,1,1,"left",940.6999999881,10,1,1,NA,NA,"","AB",0,1,1,1,"10","11"
"4472",307,0,NA,"html-keyboard-response",307,478053,"0.0-7.31-4.31","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",31,"A","D","black","red","moons","stars","A","D","D","red","stars",1047.5999999642,0,0,0,"right",562,2,0,1,NA,NA,"","AD",0,1,1,1,"10","10"
"4477",312,0,NA,"html-keyboard-response",312,482908,"0.0-7.32-4.32","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",32,"C","D","black","red","stars","stars","C","D","C","black","stars",523,1,0,NA,"left",295.4000000358,6,1,1,NA,NA,"","CD",0,1,1,1,"10","00"
"4487",322,0,NA,"html-keyboard-response",322,493597,"0.0-7.34-4.34","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",34,"B","D","red","red","stars","moons","D","B","D","red","stars",475.8999999762,0,0,1,"left",373.8999999762,9,1,1,NA,NA,"","BD",0,1,1,1,"00","01"
"4492",327,0,NA,"html-keyboard-response",327,499291,"0.0-7.35-4.35","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",35,"A","C","black","black","stars","moons","C","A","C","black","stars",471.5,1,0,NA,"right",1167.8000000119,6,1,1,NA,NA,"","AC",0,1,1,1,"11","10"
"4497",332,0,NA,"html-keyboard-response",332,504099,"0.0-7.36-4.36","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",36,"A","D","black","red","moons","stars","A","D","A","black","moons",472.0999999642,1,1,NA,"left",275.8000000119,6,1,1,NA,NA,"","AD",0,1,1,1,"10","10"
"4507",342,0,NA,"html-keyboard-response",342,514816,"0.0-7.38-4.38","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",38,"B","C","red","black","moons","stars","B","C","B","red","moons",509.2000000477,0,1,1,"left",872.4000000358,3,0,0,NA,NA,"","BC",0,1,1,1,"10","01"
"4512",347,0,NA,"html-keyboard-response",347,520058,"0.0-7.39-4.39","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",39,"A","C","black","black","moons","stars","A","C","A","black","moons",418.8000000119,1,1,NA,"right",799.9000000358,8,1,1,NA,NA,"","AC",0,1,1,1,"11","10"
"4517",352,0,NA,"html-keyboard-response",352,525081,"0.0-7.40-4.40","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",40,"C","D","black","red","stars","stars","C","D","C","black","stars",649.3999999762,1,0,NA,"right",353.9000000358,2,0,1,NA,NA,"","CD",0,1,1,1,"10","00"
"4522",357,0,NA,"html-keyboard-response",357,530544,"0.0-7.41-4.41","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",41,"B","D","red","red","moons","stars","B","D","B","red","moons",497.8999999762,0,1,1,"left",922.9000000358,7,1,1,NA,NA,"","BD",0,1,1,1,"00","01"
"4527",362,0,NA,"html-keyboard-response",362,536117,"0.0-7.42-4.42","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",42,"A","D","red","black","stars","moons","D","A","D","red","stars",1026.6000000238,0,0,1,"left",515.0999999642,4,0,1,NA,NA,"","AD",0,1,1,1,"10","10"
"4532",367,0,NA,"html-keyboard-response",367,540995,"0.0-7.43-4.43","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",43,"A","D","red","black","stars","moons","D","A","D","red","stars",549.2000000477,0,0,0,"right",281.7000000477,10,1,1,NA,NA,"","AD",0,1,1,1,"10","10"
"4537",372,0,NA,"html-keyboard-response",372,545920,"0.0-7.44-4.44","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",44,"C","D","red","black","stars","stars","D","C","D","red","stars",520.5,0,0,0,"right",372.1999999881,2,0,0,NA,NA,"","CD",0,1,1,1,"10","00"
"4552",387,0,NA,"html-keyboard-response",387,561241,"0.0-7.47-4.47","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",47,"B","C","red","black","moons","stars","B","C","B","red","moons",818.6999999881,0,1,0,"right",456,1,0,0,NA,NA,"","BC",0,1,1,1,"10","01"
"4557",392,0,NA,"html-keyboard-response",392,566519,"0.0-7.48-4.48","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",48,"B","C","black","red","stars","moons","C","B","C","black","stars",646.0999999642,1,0,NA,"right",606,9,1,0,NA,NA,"","BC",0,1,1,1,"10","01"
"4562",397,0,NA,"html-keyboard-response",397,572945,"0.0-7.49-4.49","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",49,"B","D","red","red","moons","stars","B","D","B","red","moons",1582.1000000238,0,1,0,"right",794.8000000119,2,0,0,NA,NA,"","BD",0,1,1,1,"00","01"
"4567",402,0,NA,"html-keyboard-response",402,577985,"0.0-7.50-4.50","2r9bftd335a","2022-09-19 16:24:55.701","5ea3aa462d77061c2a8fc5d6",3,55,57,70,70,"28","male",NA,"","",NA,NA,"true","choice",50,"A","C","black","black","moons","stars","A","C","A","black","moons",697.6999999881,1,1,NA,"right",286.8999999762,1,0,0,NA,NA,"","AC",0,1,1,1,"11","10"
